hsa-mir-21,hsa-mir-10b,hsa-mir-139,hsa-mir-429,hsa-mir-200a,hsa-mir-1247,hsa-mir-200c,hsa-mir-200b,hsa-mir-204,hsa-mir-145,hsa-mir-141,hsa-mir-671,hsa-mir-4677,hsa-mir-182,hsa-mir-6892,hsa-mir-483,hsa-mir-1307,hsa-mir-98,hsa-mir-769,hsa-mir-3613,hsa-mir-191,hsa-mir-148b,hsa-mir-340,hsa-let-7c,hsa-mir-1468,hsa-mir-181c,hsa-mir-125b-1,hsa-mir-96,hsa-mir-125b-2,hsa-mir-192,hsa-mir-493,hsa-mir-100,hsa-mir-342,hsa-mir-99a,hsa-mir-452,hsa-mir-331,hsa-mir-301a,hsa-mir-335,hsa-mir-32,hsa-mir-7-1,hsa-mir-365b,hsa-mir-365a,hsa-mir-143,hsa-mir-615,hsa-mir-3127,hsa-mir-190b,hsa-mir-195,hsa-mir-3677,hsa-mir-155,hsa-mir-196a-2,hsa-mir-196a-1,hsa-mir-330,hsa-mir-4326,hsa-mir-140,hsa-mir-377,hsa-mir-149,hsa-mir-891a,hsa-mir-495,hsa-mir-503,hsa-mir-103a-1,hsa-mir-103a-2,hsa-mir-5683,hsa-mir-19a,hsa-mir-183,hsa-mir-99b,hsa-mir-379,hsa-mir-337,hsa-let-7e,hsa-mir-151a,hsa-mir-454,hsa-mir-3074,hsa-mir-590,hsa-mir-126,hsa-mir-210,hsa-mir-33a,hsa-mir-205,hsa-mir-629,hsa-mir-193a,hsa-mir-93,hsa-mir-181d,hsa-mir-376c,hsa-mir-181b-1,hsa-mir-758,hsa-mir-551b,hsa-mir-320b-2,hsa-mir-3200,hsa-mir-142,hsa-mir-497,hsa-mir-432,hsa-mir-511,hsa-mir-940,hsa-mir-328,hsa-mir-181b-2,hsa-mir-423,hsa-mir-766,hsa-mir-28,hsa-mir-92b,hsa-mir-744,hsa-mir-326,hsa-mir-134,hsa-mir-501,hsa-mir-3614,hsa-mir-22,hsa-mir-675,hsa-mir-431,hsa-mir-887,hsa-mir-345,hsa-mir-4668,hsa-mir-6510,hsa-mir-130b,hsa-mir-370,hsa-mir-381,hsa-mir-767,hsa-mir-338,hsa-mir-1271,hsa-mir-135b,hsa-mir-1301,hsa-mir-500a,hsa-mir-17,hsa-mir-296,hsa-mir-628,hsa-mir-485,hsa-mir-187,hsa-mir-27a,hsa-mir-455,hsa-mir-655,hsa-mir-708,hsa-mir-4661,hsa-mir-378c,hsa-mir-574,hsa-mir-215,hsa-mir-33b,hsa-mir-218-1,hsa-mir-181a-1,hsa-mir-106b,hsa-mir-20a,hsa-mir-218-2,hsa-mir-320b-1,hsa-mir-376b,hsa-mir-369,hsa-mir-491,hsa-mir-29a,hsa-mir-411,hsa-mir-34a,hsa-mir-30e,hsa-mir-154,hsa-mir-539,hsa-mir-1266,hsa-mir-15a,hsa-mir-323a,hsa-mir-148a,hsa-mir-374b,hsa-let-7g,hsa-mir-29b-1,hsa-mir-487b,hsa-mir-654,hsa-mir-19b-1,hsa-mir-105-1,hsa-mir-105-2,hsa-mir-184,hsa-mir-214,hsa-mir-660,hsa-mir-130a,hsa-mir-299,hsa-mir-26a-1,hsa-mir-26a-2,hsa-mir-181a-2,hsa-mir-146a,hsa-mir-9-2,hsa-mir-584,hsa-mir-9-3,hsa-mir-1258,hsa-mir-3653,hsa-mir-9-1,hsa-mir-500b,hsa-mir-29b-2,hsa-mir-412,hsa-mir-382,hsa-mir-616,hsa-mir-496,hsa-mir-3607,hsa-mir-19b-2,hsa-mir-582,hsa-mir-324,hsa-mir-3065,hsa-let-7i,hsa-mir-128-2,hsa-mir-107,hsa-mir-203b,hsa-mir-128-1,hsa-mir-425,hsa-mir-1296,hsa-mir-127,hsa-mir-146b,hsa-mir-889,hsa-mir-193b,hsa-mir-542,hsa-mir-625,hsa-mir-339,hsa-mir-223,hsa-let-7d,hsa-mir-125a,hsa-mir-374a,hsa-mir-217,hsa-mir-409,hsa-mir-378a,hsa-mir-4728,hsa-mir-664b,hsa-mir-450b,hsa-mir-224,hsa-mir-410,hsa-let-7b,hsa-mir-15b,hsa-mir-1180,hsa-mir-106a,hsa-mir-375,hsa-mir-1306,hsa-mir-203a,hsa-mir-18a,hsa-mir-3615,hsa-mir-197,hsa-let-7f-2,hsa-mir-194-2,hsa-let-7f-1,hsa-mir-152,hsa-mir-190a,hsa-mir-1245a,hsa-mir-589,hsa-mir-1269b,hsa-mir-4772,hsa-mir-508,hsa-mir-451a,hsa-mir-484,hsa-mir-199a-1,hsa-mir-944,hsa-mir-144,hsa-mir-486-2,hsa-mir-194-1,hsa-mir-486-1,hsa-mir-199a-2,hsa-mir-1269a,hsa-mir-502,hsa-let-7a-2,hsa-mir-449a,hsa-mir-30c-1,hsa-mir-361,hsa-mir-132,hsa-mir-362,hsa-mir-4662a,hsa-mir-664a,hsa-mir-532,hsa-mir-30d,hsa-mir-577,hsa-mir-186,hsa-mir-135a-2,hsa-mir-34c,hsa-mir-199b,hsa-mir-153-2,hsa-mir-101-1,hsa-mir-101-2,hsa-mir-23a,hsa-mir-934,hsa-mir-874,hsa-mir-29c,hsa-mir-31,hsa-mir-135a-1,hsa-mir-3605,hsa-mir-20b,hsa-mir-935,hsa-mir-30a,hsa-mir-136,hsa-mir-27b,hsa-mir-133a-2,hsa-mir-133a-1,hsa-let-7a-1,hsa-let-7a-3,hsa-mir-576,hsa-mir-1-2,hsa-mir-1-1,hsa-mir-133b,hsa-mir-185,hsa-mir-206,hsa-mir-652,hsa-mir-30b,hsa-mir-92a-2,hsa-mir-30c-2,hsa-mir-2355,hsa-mir-450a-1,hsa-mir-92a-1,hsa-mir-450a-2,hsa-mir-23b,hsa-mir-942,hsa-mir-26b,hsa-mir-95,hsa-mir-363,hsa-mir-1287,hsa-mir-222,hsa-mir-16-1,hsa-mir-221,hsa-mir-212,hsa-mir-10a,hsa-mir-424,hsa-mir-320a,hsa-mir-505,hsa-mir-642a,hsa-mir-16-2,hsa-mir-25,hsa-mir-653,hsa-mir-24-2,hsa-mir-150,hsa-mir-196b,hsa-mir-24-1,hsa-mir-323b,hsa-mir-1976,hsa-mir-598,label
122887,1915120,2918,23,122,1246,2844,157,92,70233,327,20,15,13580,28,91,4053,146,69,65,2461,296,82,35042,26,138,4619,8,4917,623,32,53830,398,20552,1435,124,30,3342,79,91,7694,7697,362120,32,9,4,475,27,845,64,47,103,0,5623,46,384,27,160,20,47253,47803,104,35,3143,168068,6782,2047,3235,4981,23,73,62,69588,360,44,8545,248,7701,8422,13,83,250,193,115,28,10,1747,489,78,313,25,652,241,767,28,28736,175,179,389,3375,222,6,726864,683,159,49,52,8,9,59,66,265,2,1566,29,4,41,2414,1765,59,84,49,5,12748,576,28,749,19,118,1177,174,14,186,1821,1510,380,200,18,35,86,55,42937,71,1021,113253,80,107,62,535,32,66648,575,2528,3541,73,463,153,1,2,5,285,96,614,69,6030,5904,5116,228,324,338,323,23,41,333,31,4120,88,128,22,11,271,160,918,204,13,3147,98,312,15,179,2204,83,5780,802,63,2533,331,908,587,974,2950,5689,2543,71,452,8743,5,46,19,1169,50,55277,359,26,55,6204,66,855,22,20,3808,6973,149,6826,1285,36,29,175,1,4,10,6611,439,13853,0,789,1161,128,1091,24089,5,76,52965,0,3687,1499,314,80,148,187,1947,25858,6,2794,1,40,33830,134,17692,18010,37679,1,235,28371,9,0,12,42,9,343393,189,7387,72,84,26268,26687,43,25,29,6,94,14,308,5497,11301,3954,486,18,11951,12,6327,11,7987,15,88,189,213,981,570,18,195354,246,11828,487,22,986,27102,57,6832,4080,816,6249,17,22,42,normal
242173,947790,1376,35,392,429,8032,416,171,13687,522,11,11,26255,17,18,2048,91,60,19,964,169,51,20141,27,136,2833,18,2986,568,8,70895,535,14337,590,41,4,814,29,32,1403,1406,328577,9,6,5,299,6,796,186,119,82,9,5919,20,124,31,49,10,40947,41053,49,26,5954,53217,4634,297,1977,4419,13,8,18,14368,41,15,5688,155,2180,6215,37,25,183,95,3,6,0,1739,192,31,84,3,197,201,313,18,19058,139,65,74,1685,39,14,364752,70,70,17,17,1,19,18,28,117,0,721,10,4,5,1206,1179,26,46,14,16,4045,144,14,282,5,21,216,75,3,104,1623,929,272,105,3,16,39,20,34243,25,387,57834,24,40,33,199,8,53612,447,1310,1037,13,63,118,0,0,5,83,116,345,17,2709,2693,3198,327,303,134,306,9,14,300,14,1149,59,67,1,11,51,117,404,62,23,2197,64,132,20,105,534,19,3288,2156,40,281,708,664,114,1131,877,2639,2128,140,85,2115,6,17,52,175,43,65617,164,12,24,18167,15,4696,9,2,681,11363,104,11276,548,23,11,158,0,5,13,1556,160,8759,2,371,360,121,335,15763,0,36,32212,0,2433,1113,187,29,111,102,1983,16584,0,920,1,37,21645,23,15693,15884,11980,3,94,13019,10,2,1,16,6,224306,98,3566,34,14,32012,32609,22,31,15,2,93,2,73,3053,9798,2527,184,10,10543,14,3288,6,1650,9,11,102,127,280,328,7,79351,131,2836,115,4,287,27329,57,1837,3162,220,1731,2,30,26,normal
266967,647400,1903,3,27,210,213,17,52,28272,45,22,15,15773,26,152,1677,252,57,63,2528,616,111,25562,11,86,2782,9,2881,971,99,25954,375,10491,1170,91,32,1531,110,90,3249,3248,603955,58,14,1,427,22,746,70,46,75,5,5043,55,214,21,163,33,42827,43569,496,31,3130,97241,10787,1597,7869,5796,18,24,63,44878,187,34,112,111,2612,7432,14,131,137,237,25,30,10,4856,220,114,232,6,269,127,554,21,14528,180,136,183,3511,148,8,439119,841,166,35,49,5,0,64,139,287,2,1019,21,5,22,1474,1762,35,138,49,7,12885,516,39,446,5,56,873,214,5,213,1293,1569,355,234,16,60,171,29,21604,131,474,61946,88,102,26,450,61,54181,567,3522,741,80,406,203,0,0,2,282,125,347,53,4630,4673,2690,276,96,325,131,8,22,104,38,1712,20,221,11,30,95,217,622,124,11,3421,72,393,5,115,1853,59,7268,1241,158,490,1120,383,264,2362,1770,3845,3925,66,438,4795,2,30,82,411,97,75030,1192,15,155,290,42,243,74,9,1986,34759,165,34356,1773,66,13,148,0,19,2,39050,548,16396,2,5644,4677,184,4522,28870,0,81,57419,0,2285,928,215,75,96,189,2128,13448,0,2034,1,24,39277,125,17807,17813,26077,0,155,11287,22,0,12,84,11,149614,206,7497,82,118,57356,57879,42,56,53,22,285,33,145,3140,8689,2520,323,39,9365,38,5468,20,6224,22,240,91,211,1598,496,13,94703,1794,5464,297,12,1689,29672,39,5604,2546,2150,5355,38,24,43,normal
35117,525525,509,26,358,167,16455,565,122,21010,749,7,5,15089,12,83,589,50,30,8,2249,116,15,45670,24,81,6605,4,6690,221,16,53828,631,17417,123,31,6,288,15,53,804,805,170982,10,4,4,269,1,231,115,77,39,1,1928,10,204,3,42,17,17101,16893,17,10,3484,71745,3574,406,2906,2724,1,17,13,9427,59,4,41573,125,1119,2376,26,34,132,70,1,18,3,399,119,20,29,1,242,107,319,16,14987,73,82,28,1201,34,1,58844,315,25,5,18,2,42,17,33,129,0,145,21,12,6,324,694,36,39,33,4,1609,365,14,56,2,16,462,7,0,42,971,611,146,47,8,17,44,12,10572,44,206,44080,36,59,19,64,41,40023,140,1265,200,37,97,101,0,0,2,55,17,315,22,2735,2631,2576,251,459,136,431,5,33,456,10,250,43,95,4,4,256,95,97,37,33,881,45,83,16,61,389,43,3351,870,17,134,408,504,123,133,1091,5023,448,18,155,827,7,23,18,65,17,90364,254,5,26,13901,14,4242,5,0,913,10183,81,10137,300,3,9,59,0,6,7,191,60,4721,9,24,54,71,50,8241,0,22,78695,0,2517,687,167,4,37,197,646,11920,4,616,14,34,11373,27,4806,4845,11212,4,70,1660,25,14,18,3,5,173103,60,1533,3,0,38764,39360,11,3,2,0,32,3,34,3230,10349,2661,50,19,11484,10,3341,3,1619,6,6,61,100,267,145,3,73282,687,3877,100,0,299,15841,34,1058,2058,531,1087,7,17,21,normal
901646,1825728,6051,254,3710,1124,80801,4553,395,48291,6685,52,78,38460,31,52,6084,562,259,30,3936,1045,173,246554,175,2063,21934,31,22836,5054,27,446257,1450,109072,3422,221,38,6677,104,103,3822,3807,1020146,30,33,29,1405,23,1425,399,365,105,24,29240,33,299,164,139,42,192083,191808,1399,114,10769,309090,13767,657,12835,15990,27,86,112,44851,1759,34,79750,1447,19781,42147,453,31,1930,251,258,26,13,12200,565,152,108,8,1437,1933,1412,55,53808,518,423,72,3468,384,22,1640927,492,94,36,75,26,464,96,167,914,1,2920,61,51,41,4090,10265,43,130,40,67,15056,2549,18,1311,29,177,1347,416,0,497,17305,4260,3760,452,16,11,111,33,68609,129,884,240201,105,165,31,1020,24,397603,714,4793,4784,54,224,490,0,1,5,246,605,1366,46,18680,18697,24938,1550,901,1135,898,17,63,842,71,5544,10,358,55,33,143,361,904,276,131,8043,619,1193,60,963,872,40,12818,7305,168,1273,2200,1702,232,1835,4926,18869,9414,261,276,11879,15,47,137,1381,157,458068,654,209,100,35109,95,19500,29,38,5707,40348,675,40162,3731,92,27,676,0,79,121,5957,301,48930,47,2308,2326,686,2302,88597,174,121,404060,0,8319,5602,1260,56,298,431,9953,140495,256,2897,5,87,123450,378,148290,149935,91101,101,433,55757,44,11,37,177,31,904902,598,10918,35,65,201861,203252,144,46,32,2,667,29,565,8047,75228,9682,355,22,85552,23,16417,57,6099,19,51,690,540,1375,1540,28,400819,597,4912,298,79,1430,57466,526,5427,16143,5202,5229,11,112,187,normal
153367,677841,1110,51,538,336,7894,454,83,16603,973,8,20,18220,10,22,1614,91,45,15,892,283,53,26318,56,206,3270,11,3321,866,1,51281,293,15981,669,60,14,1487,28,27,1470,1468,215089,11,14,3,207,9,246,54,54,33,1,3257,6,192,24,38,10,19732,19875,52,32,4515,103597,2331,252,1797,3010,13,23,30,17289,243,16,16091,292,3825,5730,34,6,223,48,53,8,5,2176,108,30,44,9,271,211,219,9,12790,174,114,37,1385,110,6,400122,183,22,8,49,7,44,19,36,60,0,510,23,18,4,816,1112,25,247,13,12,2793,358,6,221,5,29,419,86,3,105,1923,926,304,90,1,6,20,18,12058,15,189,62797,20,52,19,173,7,97401,333,1106,1196,13,78,129,0,0,0,80,63,305,6,2617,2555,2749,168,169,242,168,8,43,193,11,1354,29,59,16,8,234,105,216,94,14,1591,57,176,22,107,783,13,1901,833,24,246,357,374,122,456,1081,3429,2471,35,84,3006,4,9,43,418,17,123518,181,28,58,9074,35,2966,4,8,1088,6379,119,6193,874,21,2,90,0,15,21,4544,182,12521,4,1427,1392,106,1379,23826,2,24,31245,1,2555,752,177,20,83,103,1843,22298,38,894,0,17,34091,72,14648,14638,19342,14,122,6529,12,3,17,40,12,226241,98,2117,16,16,31229,31629,50,25,18,0,92,0,99,3048,9863,2821,114,12,10638,13,5539,22,2054,6,62,152,146,686,306,3,93012,146,1121,102,19,699,17347,73,1248,2296,1406,1248,10,21,20,normal
136544,1035543,1028,39,526,500,17415,641,61,13769,746,5,14,39164,20,29,1464,85,28,4,692,113,26,41679,41,110,2371,7,2429,551,9,30718,446,5215,676,18,1,812,14,43,1612,1612,255804,13,15,2,191,8,349,75,82,73,0,5325,7,294,8,35,3,52943,52269,107,32,8320,51960,2373,201,2720,4737,8,16,17,6137,66,8,12746,215,2365,5477,48,13,179,57,6,4,2,522,98,20,63,1,122,132,250,8,26249,76,74,29,803,161,6,291446,67,32,0,12,2,64,7,27,95,0,617,6,8,13,1092,1200,9,24,16,5,2482,86,3,172,6,21,295,42,1,95,1052,747,351,78,8,7,22,8,16464,5,342,65981,11,15,35,181,3,43787,121,953,284,8,37,75,2,0,2,55,51,264,4,1809,1911,2288,238,538,278,502,8,18,536,19,448,3,44,3,3,21,74,300,44,14,1617,55,150,43,72,201,13,1370,1237,11,140,386,712,75,327,960,3366,1952,81,62,2406,9,21,24,256,16,83363,188,16,40,16426,6,6765,6,2,655,8517,158,8304,429,22,13,111,0,4,18,2230,122,5578,18,920,646,155,679,9969,3,20,66690,0,2546,962,132,42,98,152,1611,22204,1,777,1,17,13039,13,9801,10067,11179,3,65,3251,3,3,1,10,0,359824,35,2385,26,21,33330,33468,25,38,25,8,91,1,68,2586,12407,2953,103,7,13750,10,3182,13,1187,3,11,79,94,174,259,9,149214,84,2996,93,4,221,31388,37,1142,1750,241,1184,1,10,35,normal
91032,1518216,3784,5,28,395,531,42,387,115361,49,23,46,31326,36,293,8105,250,119,71,5815,714,143,49948,79,204,5358,22,5492,4262,29,60384,587,20318,2942,239,119,5204,75,67,7003,6994,561226,53,21,2,442,35,629,60,47,138,17,8975,26,332,125,94,41,91601,91574,118,88,6209,369522,6158,881,6196,8026,67,72,70,133376,1743,57,236,515,10943,34161,57,62,592,198,324,48,31,9978,458,108,292,12,1134,552,1137,61,25982,212,322,203,4093,408,10,1312172,3358,141,72,147,11,0,103,106,196,2,3746,46,3,65,3192,7349,55,295,57,3,10739,1113,21,928,28,139,1553,271,6,218,4727,3703,1304,178,42,19,83,60,15781,52,1137,127915,59,147,56,1309,79,121873,681,4808,4541,55,491,351,0,2,2,327,192,678,39,5751,5716,9368,275,393,1455,442,21,40,419,95,5330,138,161,54,12,421,361,583,578,20,3587,144,994,4,217,3588,65,6947,562,61,2567,443,877,440,1841,5125,7088,2881,196,483,11309,4,62,36,1958,69,87685,2250,89,378,1363,162,1004,161,65,4329,14020,512,14016,2487,84,34,387,1,17,29,92667,916,17724,1,13099,20345,522,20059,30608,5,96,96288,2,6901,1972,450,161,172,283,4595,31732,4,2671,0,40,42084,134,22476,23133,63509,0,323,20859,0,1,32,669,73,369573,186,10361,188,169,47610,48519,130,55,46,24,594,6,563,5992,40449,7109,626,31,43461,27,12907,131,7962,23,343,589,298,5228,773,16,206713,461,10911,637,253,5563,87164,126,5961,5441,2139,5713,69,110,77,normal
453743,109453,199,188,2080,118,22864,1111,0,2564,2061,12,5,50270,14,11,1697,173,68,17,3808,350,67,4394,5,92,286,17,273,1131,23,6865,796,1456,105,39,24,273,43,68,310,311,98791,26,21,28,137,76,1090,2292,2028,51,28,1601,6,445,3,16,21,62824,62513,43,21,45275,50590,2276,67,2308,8835,23,43,72,5051,782,10,296,243,506,11324,23,20,331,38,1,12,4,3524,59,11,39,47,38,335,281,13,9685,222,70,12,1106,282,9,132720,58,32,10,69,3,0,75,24,68,0,415,3,0,37,2096,969,4,39,15,14,4162,94,3,252,3,10,113,20,11,32,1679,1087,222,31,1,0,17,8,7837,15,288,23110,15,20,56,238,4,46204,136,1068,142,8,25,76,0,0,16,88,85,139,16,1225,1189,2789,391,105,72,81,2,14,108,11,206,3,54,5,7,54,61,487,67,82,1000,165,250,208,258,10127,2,1575,1794,33,137,509,534,95,285,716,1154,1113,28,81,353,3,3,15,35,27,39840,376,16,94,37359,10,8525,16,5,467,3958,214,3964,545,11,13,341,0,13,5,218,136,4440,2,84,20,176,19,8111,47,28,11074,16,2120,456,106,32,155,55,1611,27515,2,490,2,36,11092,15,5227,5315,9092,2,15,1641,2,0,0,72,2,185601,30,4403,2,1,11245,11336,12,6,9,0,216,0,61,3718,5818,2382,195,7,6138,4,4024,2,1001,8,57,79,107,619,305,9,23871,224,1844,46,3,655,41194,14,1879,1675,187,1859,4,15,6,breast
1628189,485728,143,281,2821,124,52958,2237,15,3868,4676,29,15,227949,18,16,3379,164,90,32,5094,296,78,40437,29,262,1476,63,1555,1292,69,26331,777,5983,103,73,11,219,46,173,943,944,353863,32,72,15,434,35,1763,817,732,210,28,3423,12,715,18,31,43,103100,102653,62,8,88278,157248,7909,308,8481,10323,27,44,22,3785,450,13,939,486,2549,7664,54,15,690,210,1,12,11,3109,95,61,28,6,66,537,402,19,17381,457,76,20,2029,119,13,383810,53,55,2,32,1,9,46,73,195,1,560,1,0,41,1532,1403,1,25,20,5,9957,293,7,228,8,18,384,18,7,94,3539,1476,232,71,8,2,35,8,17365,35,262,87692,14,35,286,453,11,62167,201,2151,222,19,247,73,4,2,75,127,40,78,10,3748,3687,6540,402,261,134,257,1,8,225,20,544,11,104,7,18,17,61,847,78,233,1990,153,386,516,220,1576,12,5128,2604,60,181,2202,764,141,368,2023,3386,6468,48,160,1479,11,12,91,19,70,173211,623,52,22,169063,24,25944,7,14,606,27613,208,27469,2020,9,63,164,0,15,26,704,70,9984,14,284,142,166,143,16668,6,30,164472,0,907,1573,711,16,47,132,1472,17294,1,742,0,29,20882,24,13606,13710,36196,1,51,6200,1,0,6,36,2,78141,48,5334,476,570,82499,82769,14,645,560,152,204,1183,98,1159,10851,916,126,14,11656,9,4309,16,2180,9,24,115,72,835,304,21,156681,723,4910,104,14,845,41059,10,3687,4361,384,3646,8,27,81,breast
942819,438952,407,429,2780,66,35136,1926,4,7594,6741,28,20,65770,12,35,4299,203,108,31,4446,797,75,25904,15,430,1566,61,1724,2275,102,8794,1637,3400,216,167,36,324,111,141,873,879,174170,15,35,27,184,46,463,41,26,79,36,2538,20,169,2,36,42,60212,60350,11,72,19160,225894,3720,335,6111,6142,36,57,47,17835,2939,72,4581,265,2328,8512,75,15,493,121,14,8,10,4505,116,50,24,10,124,446,575,26,21793,327,186,61,2540,105,5,339570,383,71,11,83,9,194,57,50,103,2,709,8,3,33,1066,1880,12,64,22,36,5766,614,14,583,9,26,458,80,12,72,3237,951,449,67,6,4,70,33,14535,38,506,79824,42,68,81,447,12,135224,285,2568,2129,25,115,159,0,0,134,263,109,521,14,3175,3206,4745,88,274,100,255,2,75,266,21,2520,8,160,12,11,388,174,356,102,456,2199,158,358,132,212,1183,42,5382,1600,44,839,881,1008,157,229,1864,5424,3909,69,262,2009,5,24,80,117,30,106126,372,28,54,29710,43,17079,22,2,1311,19811,227,19435,1363,24,20,206,1,6,13,1572,317,25580,0,517,434,213,458,44802,1,57,109595,15,3437,1115,217,30,61,140,1840,15466,3,1346,2,41,58867,58,25603,25811,19637,0,87,20799,19,1,8,121,4,244463,221,3688,12,20,54324,55033,71,13,20,2,218,10,169,2973,8242,3569,161,35,9129,18,3480,13,3246,9,31,143,92,696,215,8,90201,391,2722,86,42,647,18091,39,2589,1497,1453,2412,28,36,61,breast
684526,54148,40,154,1374,150,23688,617,0,561,4126,21,68,79042,13,1,7030,184,75,44,2245,582,98,44558,20,156,1936,93,2206,3015,5,8633,1243,12096,1034,132,68,17,132,50,280,277,37362,5,26,0,70,28,3120,37,31,133,0,879,3,19,0,4,24,23298,23563,0,264,43137,124099,299,5,1234,5311,36,10,62,5426,3841,61,12940,264,939,11317,29,4,412,4,6,24,12,31900,50,7,167,10,149,294,323,83,9081,301,119,60,340,247,43,155224,25,2,2,30,13,38,67,4,23,12,589,12,9,78,1584,7737,4,468,3,8,8135,1629,2,219,6,35,182,55,25,13,2145,1673,1118,14,30,3,4,2,14086,1,490,63163,6,10,0,301,6,176535,247,1261,2120,0,3,385,14,11,0,12,147,339,1,1424,1510,3841,393,446,39,444,15,34,441,21,1138,3,13,12,2,292,285,135,147,73,2197,213,316,262,258,437,4,668,3820,5,194,358,504,98,653,1673,2033,1454,7,17,798,3,13,31,1495,0,33332,428,10,276,691,29,68242,209,17,1138,4667,172,4680,322,9,0,107,0,31,3,89,308,3594,1,32,11,138,21,7130,0,86,23535,0,3005,856,98,38,15,35,2912,9364,2,940,0,6,10486,25,9247,9238,24974,8,40,3789,68,0,61,85,2,578020,73,1804,0,2,11666,12070,49,1,0,0,155,0,189,1158,27263,3358,88,12,29905,13,4585,39,1122,7,31,74,452,1153,763,15,9026,395,3008,195,5,1191,14765,80,2583,2635,772,2468,14,79,28,breast
393178,437090,682,79,1465,177,42608,1003,20,4726,3012,11,8,239887,11,25,2103,167,59,11,1583,173,45,14374,11,206,1232,33,1353,419,21,9553,1371,1707,466,39,2,956,26,52,1808,1807,336641,14,49,12,200,31,1814,23,25,243,15,3463,11,73,73,16,3,79367,79237,144,4,47671,112917,3306,110,7013,9859,9,20,10,3915,93,15,6774,684,2231,7916,111,10,549,107,0,14,0,1039,35,36,38,4,109,533,657,26,16863,390,232,32,1090,158,11,203326,40,48,2,19,0,13,52,19,67,1,509,1,0,18,1190,1148,13,14,19,4,4431,147,6,173,9,21,238,63,3,59,1994,1534,230,56,12,9,16,6,24153,12,266,116413,2,21,317,291,5,47702,125,2193,254,4,87,57,2,1,34,54,49,67,10,4803,4474,5526,445,185,176,215,4,14,201,8,683,5,67,1,5,17,55,213,56,41,1498,203,420,186,277,484,7,2869,1817,14,455,491,1651,112,356,1488,3525,3569,83,99,2904,10,25,28,98,31,218051,562,77,18,80203,13,12248,4,22,746,23155,173,22842,904,13,13,209,0,9,19,542,143,3288,8,160,177,159,201,5280,0,25,76076,13,1954,1904,274,23,49,177,1035,22114,0,629,1,65,6498,13,12032,12089,12027,1,76,10059,2,1,10,8,2,455180,10,2476,1,4,77251,76730,15,10,5,2,119,0,159,1376,17740,2613,82,2,19690,5,2206,16,1821,1,5,59,78,544,252,8,100391,138,6225,84,14,528,56959,22,1778,3846,273,1778,2,49,18,breast
840205,701434,110,354,3700,78,35277,2635,19,4175,6253,17,37,195075,9,20,1138,178,66,46,2304,1080,119,24045,51,514,948,88,1133,1455,25,18767,918,5161,89,68,11,203,88,63,304,302,177038,15,18,128,272,11,701,3186,2932,39,8,1778,9,261,0,20,89,41574,41922,75,88,39896,89962,2630,95,3007,7091,9,40,58,18748,619,53,4672,309,638,8743,71,20,401,40,7,38,3,5498,63,10,16,4,40,336,234,15,20097,147,43,4,1051,132,2,190675,227,21,27,34,9,6,27,12,94,0,561,13,38,13,2128,1316,4,119,6,623,7450,374,2,429,1,15,182,18,6,87,2786,1119,345,85,34,8,20,6,14105,19,514,95947,23,28,27,387,6,294614,417,1497,554,10,48,135,1,0,246,97,87,133,9,3467,3401,3460,158,306,97,290,22,11,304,9,602,27,42,6,5,271,125,794,29,263,1139,130,301,667,203,693,3,2491,1593,53,162,976,1175,74,169,1307,2084,3122,12,125,455,3,10,61,26,28,109054,270,6,78,137383,7,88924,19,4,298,7124,230,7014,979,18,8,148,0,7,5,214,53,14501,3,78,21,219,22,27079,0,50,63373,1,4095,664,118,47,40,91,2126,22709,5,770,5,79,37858,75,30167,30402,29267,0,22,5427,10,4,7,26,2,379623,122,3710,4,1,31523,31772,35,23,15,0,264,0,53,2276,4436,4296,151,12,4726,14,6255,13,2594,29,13,94,81,1951,158,4,105272,465,5649,67,7,2055,25182,109,1734,696,701,1645,4,12,26,breast
2062078,865483,242,764,4682,84,144552,4948,32,6724,13337,35,46,476958,24,33,3717,337,75,82,7162,367,222,17374,57,1372,3088,362,3040,5644,68,25955,7072,4812,72,76,42,638,169,140,956,958,169885,8,19,368,498,9,3263,158,102,94,24,7441,15,650,2,49,20,313085,311737,33,289,98641,119722,3966,183,7359,6192,71,16,86,9493,414,24,17298,467,850,73413,392,63,1265,73,3,18,12,4641,142,34,17,3,64,1418,1166,12,24628,339,47,13,997,151,9,256305,124,78,44,17,16,8,62,28,186,0,4358,10,31,33,3086,12074,5,41,22,3,11939,310,39,897,18,9,269,54,2,307,11362,3388,4866,307,7,20,74,11,45189,17,1160,95796,37,12,88,1533,5,187714,412,3048,1887,34,52,983,3,0,45,294,395,835,23,8305,8449,13748,622,1001,89,1049,21,78,1005,53,2189,17,85,2,1,267,966,595,84,107,2652,159,836,380,356,1755,40,2944,4209,137,208,2434,1994,178,926,1580,7337,8676,197,178,619,7,35,114,22,51,158281,781,35,62,52622,10,41841,67,13,893,29849,1440,28801,534,36,44,216,2,14,91,879,178,17532,26,195,53,1223,67,28515,162,55,102784,138,7640,2617,264,71,112,495,2013,47433,2,1204,8,217,35725,14,45015,46256,17991,0,70,14775,26,8,6,25,0,1915937,143,8935,8,7,103427,103861,72,16,11,0,237,0,66,12237,27736,16193,545,51,32089,42,5480,10,6015,14,9,70,225,1072,739,22,275096,553,14765,138,5,1103,88969,70,2629,2448,315,2451,1,27,106,breast
